"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00054788","1999-08-31","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  261",",,W","  122",",,W","   30",",,W",,," 0750",",,W",,," 1511",",,W","  194",",,W",,,"   30",",,W","  120",",,W","   67",",,W","   80",",,W",,,,,,,,
"USW00054788","1999-09-01","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  283",",,W","  106",",,W","   13",",,W",,," 1519",",,W",,," 1024",",,W","  194",",,W",,,"  140",",,W","  130",",,W","   49",",,W","   67",",,W",,,,,,,,
"USW00054788","1999-09-02","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  306",",,W","  111",",,W","   11",",,W",,," 1622",",,W",,," 1622",",,W","  211",",,W",,,"  200",",,W","  200",",,W","   49",",,W","   58",",,W",,,,,,,,
"USW00054788","1999-09-03","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  306",",,W","  100",",,W","   10",",,W",,," 1516",",,W",,," 1558",",,W","  206",",,W",,,"  220",",,W","  190",",,W","   58",",,W","   63",",,W",,,,,,,,
"USW00054788","1999-09-04","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  300",",,W","  156",",,W","   15",",,W",,," 1426",",,W",,," 1430",",,W","  228",",,W",,,"  180",",,W","  180",",,W","   63",",,W","   76",",,W",,,,,,,,
"USW00054788","1999-09-05","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0","T,,W",,,"  272",",,W","  183",",,W","   24",",,W",,," 1405",",,W",,," 1509",",,W","  228",",,W",,,"  130",",,W","  140",",,W","   63",",,W","   89",",,W",,,,,,,,
"USW00054788","1999-09-06","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   30",",,W",,,"  278",",,W","  228",",,W","   30",",,W",,," 1600",",,W",,," 1240",",,W","  256",",,W",,,"  200",",,W","  200",",,W","   67",",,W","   80",",,W",,,,,,,,
"USW00054788","1999-09-07","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  102",",,W",,,"  278",",,W","  222",",,W","   38",",,W",,," 1302",",,W",,," 1301",",,W","  250",",,W",,,"  170",",,W","  170",",,W","   80",",,W","  107",",,W",,,,,,,,
"USW00054788","1999-09-08","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   46",",,W",,,"  267",",,W","  222",",,W","   26",",,W",,," 1535",",,W",,," 1504",",,W","  244",",,W",,,"  200",",,W","  240",",,W","   63",",,W","   76",",,W",,,,,,,,
"USW00054788","1999-09-09","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0","T,,W",,,"  272",",,W","  206",",,W","   26",",,W",,," 1616",",,W",,," 1629",",,W","  239",",,W",,,"  210",",,W","  200",",,W","   58",",,W","   67",",,W",,,,,,,,
"USW00054788","1999-09-10","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  521",",,W",,,"  233",",,W","  178",",,W","   14",",,W",,," 0347",",,W",,," 0347",",,W","  206",",,W",,,"  190",",,W","  200",",,W","   67",",,W","   76",",,W",,,,,,,,
"USW00054788","1999-09-11","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  261",",,W","  128",",,W","   20",",,W",,," 1549",",,W",,," 1537",",,W","  194",",,W",,,"  350",",,W","  330",",,W","   63",",,W","   80",",,W",,,,,,,,
"USW00054788","1999-09-12","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  267",",,W","  100",",,W","    7",",,W",,," 1212",",,W",,," 1121",",,W","  183",",,W",,,"  340",",,W","   20",",,W","   49",",,W","   72",",,W",,,,,,,,
"USW00054788","1999-09-13","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  256",",,W","  117",",,W","   13",",,W",,," 1534",",,W",,," 1244",",,W","  189",",,W",,,"  200",",,W","  230",",,W","   58",",,W","   72",",,W",,,,,,,,
"USW00054788","1999-09-14","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  256",",,W","  139",",,W","   13",",,W",,," 1604",",,W",,," 1428",",,W","  200",",,W",,,"  200",",,W","  210",",,W","   45",",,W","   58",",,W",,,,,,,,
"USW00054788","1999-09-15","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  117",",,W",,,"  206",",,W","  172",",,W","    9",",,W",,," 1837",",,W",,," 1917",",,W","  189",",,W",,,"   30",",,W","   40",",,W","   31",",,W","   36",",,W",,,,,,,,
"USW00054788","1999-09-16","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US"," 1151",",,W",,,"  239",",,W","  150",",,W","   41",",,W",,," 1803",",,W",,," 1802",",,W","  194",",,W",,,"  170",",,W","  160",",,W","  112",",,W","  174",",,W",,,,,,,,
"USW00054788","1999-09-17","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  200",",,W","  117",",,W","   72",",,W",,," 1121",",,W",,," 1250",",,W","  161",",,W",,,"  350",",,W","   10",",,W","  143",",,W","  183",",,W",,,,,,,,
"USW00054788","1999-09-18","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  239",",,W","   72",",,W","   22",",,W",,," 0959",",,W",,," 0958",",,W","  156",",,W",,,"  350",",,W","  340",",,W","   80",",,W","   98",",,W",,,,,,,,
"USW00054788","1999-09-19","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  239",",,W","   72",",,W","   10",",,W",,," 1642",",,W",,," 1639",",,W","  156",",,W",,,"  180",",,W","  170",",,W","   49",",,W","   63",",,W",,,,,,,,
"USW00054788","1999-09-20","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  228",",,W","   94",",,W","   17",",,W",,," 1513",",,W",,," 1403",",,W","  161",",,W",,,"  200",",,W","  210",",,W","   63",",,W","   76",",,W",,,,,,,,
"USW00054788","1999-09-21","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  173",",,W",,,"  183",",,W","  128",",,W","   11",",,W",,," 2319",",,W",,," 2316",",,W","  156",",,W",,,"  350",",,W","  340",",,W","   45",",,W","   58",",,W",,,,,,,,
"USW00054788","1999-09-22","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   13",",,W",,,"  133",",,W","  100",",,W","   48",",,W",,," 2035",",,W",,," 2035",",,W","  117",",,W",,,"  350",",,W","  330",",,W","   98",",,W","  134",",,W",,,,,,,,
"USW00054788","1999-09-23","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  222",",,W","   78",",,W","   30",",,W",,," 0007",",,W",,," 0240",",,W","  150",",,W",,,"  340",",,W","  340",",,W","   80",",,W","  107",",,W",,,,,,,,
"USW00054788","1999-09-24","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  233",",,W","   78",",,W","   31",",,W",,," 1139",",,W",,," 1516",",,W","  156",",,W",,,"  210",",,W","  200",",,W","   80",",,W","  103",",,W",,,,,,,,
"USW00054788","1999-09-25","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   20",",,W",,,"  244",",,W","   89",",,W","   17",",,W",,," 1358",",,W",,," 1512",",,W","  167",",,W",,,"  340",",,W","  350",",,W","   63",",,W","   72",",,W",,,,,,,,
"USW00054788","1999-09-26","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  211",",,W","   56",",,W","   13",",,W",,," 1604",",,W",,," 1604",",,W","  133",",,W",,,"  220",",,W","  220",",,W","   49",",,W","   63",",,W",,,,,,,,
"USW00054788","1999-09-27","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  222",",,W","   89",",,W","   14",",,W",,," 1212",",,W",,," 1149",",,W","  156",",,W",,,"  210",",,W","  200",",,W","   49",",,W","   67",",,W",,,,,,,,
"USW00054788","1999-09-28","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  239",",,W","  128",",,W","   15",",,W",,," 1510",",,W",,," 1509",",,W","  183",",,W",,,"  210",",,W","  210",",,W","   45",",,W","   58",",,W",,,,,,,,
"USW00054788","1999-09-29","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  228",",,W","  172",",,W","   29",",,W",,," 1350",",,W",,," 1339",",,W","  200",",,W",,,"  200",",,W","  210",",,W","   67",",,W","   80",",,W",,,,,,,,
"USW00054788","1999-09-30","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  259",",,W",,,"  211",",,W","   78",",,W","   42",",,W",,," 0801",",,W",,," 0726",",,W","  144",",,W",,,"  200",",,W","  160",",,W","  103",",,W","  143",",,W",,,,,,,,
"USW00054788","1999-10-01","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  206",",,W","   44",",,W","   19",",,W",,," 1334",",,W",,," 1333",",,W","  128",",,W",,,"  210",",,W","  220",",,W","   72",",,W","   89",",,W",,,,,,,,
"USW00054788","1999-10-02","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  211",",,W","   61",",,W","   17",",,W",,," 1559",",,W",,," 1557",",,W","  139",",,W",,,"  190",",,W","  200",",,W","   63",",,W","   76",",,W",,,,,,,,
"USW00054788","1999-10-03","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  233",",,W","  117",",,W","   17",",,W",,," 1501",",,W",,," 1459",",,W","  178",",,W",,,"  350",",,W","  340",",,W","   63",",,W","   76",",,W",,,,,,,,
"USW00054788","1999-10-04","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  272",",,W",,,"  139",",,W","   61",",,W","   34",",,W",,," 1445",",,W",,," 1445",",,W","  100",",,W",,,"   40",",,W","   40",",,W","   72",",,W","   89",",,W",,,,,,,,
"USW00054788","1999-10-05","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   28",",,W",,,"  106",",,W","   28",",,W","   23",",,W",,," 0937",",,W",,," 0936",",,W","   67",",,W",,,"   30",",,W","   30",",,W","   63",",,W","   89",",,W",,,,,,,,
"USW00054788","1999-10-06","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  183",",,W","    6",",,W","   26",",,W",,," 2031",",,W",,," 1824",",,W","   94",",,W",,,"  350",",,W","   10",",,W","   72",",,W","   94",",,W",,,,,,,,
"USW00054788","1999-10-07","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  117",",,W","    0",",,W","   30",",,W",,," 1010",",,W",,," 1010",",,W","   61",",,W",,,"   10",",,W","   20",",,W","   76",",,W","  103",",,W",,,,,,,,
"USW00054788","1999-10-08","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  156",",,W","  -11",",,W","   22",",,W",,," 1241",",,W",,," 1240",",,W","   72",",,W",,,"  220",",,W","  220",",,W","   72",",,W","   94",",,W",,,,,,,,
"USW00054788","1999-10-09","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   15",",,W",,,"  206",",,W","  117",",,W","   25",",,W",,," 0247",",,W",,," 0247",",,W","  161",",,W",,,"  210",",,W","  220",",,W","   67",",,W","   80",",,W",,,,,,,,
"USW00054788","1999-10-10","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  117",",,W",,,"  183",",,W","  111",",,W","   18",",,W",,," 1506",",,W",,," 1506",",,W","  150",",,W",,,"  220",",,W","  220",",,W","   80",",,W","  107",",,W",,,,,,,,
"USW00054788","1999-10-11","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  200",",,W","   61",",,W","   30",",,W",,," 1433",",,W",,," 1432",",,W","  133",",,W",,,"  350",",,W","  340",",,W","   98",",,W","  130",",,W",,,,,,,,
"USW00054788","1999-10-12","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  172",",,W","   28",",,W","   13",",,W",,," 1535",",,W",,," 1531",",,W","  100",",,W",,,"  200",",,W","  200",",,W","   63",",,W","   72",",,W",,,,,,,,
"USW00054788","1999-10-13","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  206",",,W","   56",",,W","   36",",,W",,," 1332",",,W",,," 1346",",,W","  133",",,W",,,"  200",",,W","  220",",,W","   94",",,W","  125",",,W",,,,,,,,
"USW00054788","1999-10-14","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   97",",,W",,,"  178",",,W","   17",",,W","   51",",,W",,," 1022",",,W",,," 1024",",,W","  100",",,W",,,"  350",",,W","  340",",,W","  161",",,W","  210",",,W",,,,,,,,
"USW00054788","1999-10-15","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  133",",,W","  -17",",,W","   11",",,W",,," 1344",",,W",,," 1341",",,W","   61",",,W",,,"  200",",,W","  250",",,W","   63",",,W","   76",",,W",,,,,,,,
"USW00054788","1999-10-16","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  206",",,W","   17",",,W","   16",",,W",,," 1544",",,W",,," 1533",",,W","  111",",,W",,,"  210",",,W","  200",",,W","   72",",,W","   89",",,W",,,,,,,,
"USW00054788","1999-10-17","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  152",",,W","    0",",,W","  211",",,W","   94",",,W","   16",",,W",,," 1022",",,W",,," 1217",",,W","  156",",,W",,,"  200",",,W","  200",",,W","   63",",,W","   67",",,W",,,,,,,,
"USW00054788","1999-10-18","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  145",",,W",,,"  150",",,W","   44",",,W","   52",",,W",,," 1409",",,W",,," 1410",",,W","  100",",,W",,,"  360",",,W","  350",",,W","  125",",,W","  174",",,W",,,,,,,,
"USW00054788","1999-10-19","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  117",",,W","  -22",",,W","   17",",,W",,," 0809",",,W",,," 1239",",,W","   50",",,W",,,"   40",",,W","  200",",,W","   58",",,W","   67",",,W",,,,,,,,
"USW00054788","1999-10-20","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   20",",,W","    0",",,W","  111",",,W","   72",",,W","    8",",,W",,," 1433",",,W",,," 1433",",,W","   94",",,W",,,"  340",",,W","  350",",,W","   31",",,W","   36",",,W",,,,,,,,
"USW00054788","1999-10-21","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W","    0",",,W","  183",",,W","   17",",,W","   16",",,W",,," 1205",",,W",,," 1204",",,W","  100",",,W",,,"  340",",,W","  340",",,W","   58",",,W","   72",",,W",,,,,,,,
"USW00054788","1999-10-22","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  145",",,W",,,"  161",",,W","    6",",,W","   25",",,W",,," 1408",",,W",,," 1408",",,W","   83",",,W",,,"  170",",,W","  170",",,W","   80",",,W","  103",",,W",,,,,,,,
"USW00054788","1999-10-23","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   30",",,W",,,"  128",",,W","   44",",,W","   30",",,W",,," 1416",",,W",,," 1415",",,W","   89",",,W",,,"  320",",,W","  320",",,W","  103",",,W","  125",",,W",,,,,,,,
"USW00054788","1999-10-24","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  133",",,W","   11",",,W","   23",",,W",,," 1802",",,W",,," 1336",",,W","   72",",,W",,,"  350",",,W","  310",",,W","   72",",,W","   94",",,W",,,,,,,,
